93580,28044,1,1,0,1,0,1,0,11.43,0.00,18.92,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93590,28054,1,1,0,1,1,1,0,11.43,0.00,18.92,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93601,28065,1,1,0,1,1,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93610,28074,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93620,28084,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93630,28094,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93640,28104,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93650,28114,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93660,28124,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93670,28134,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93680,28144,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93690,28154,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93700,28164,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93710,28174,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93720,28184,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93730,28194,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93740,28204,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93750,28214,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93760,28224,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93770,28234,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93780,28244,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93790,28254,1,1,0,1,0,1,0,11.44,0.00,18.97,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93801,28265,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93810,28274,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93820,28284,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93830,28294,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93840,28304,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93850,28314,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93860,28324,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93870,28334,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93880,28344,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93890,28354,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93900,28364,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93910,28374,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93920,28384,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93930,28394,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93940,28404,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93950,28414,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93960,28424,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93970,28434,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93980,28444,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
93990,28454,1,1,0,1,0,1,0,11.44,0.00,18.89,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94001,28465,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94010,28474,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94020,28484,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94030,28494,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94040,28504,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94050,28514,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94060,28524,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94070,28534,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94080,28544,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94090,28554,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94100,28564,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94110,28574,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94120,28584,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94130,28594,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94140,28604,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94150,28614,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94160,28624,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94170,28634,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94180,28644,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94190,28654,1,1,0,1,0,1,0,11.41,0.00,18.70,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94201,28665,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94210,28674,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94220,28684,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94230,28694,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94240,28704,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94250,28714,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94260,28724,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94270,28734,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94280,28744,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94290,28754,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94300,28764,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94310,28774,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94320,28784,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94330,28794,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94340,28804,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94350,28814,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94360,28824,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94370,28834,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94380,28844,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94390,28854,1,1,0,1,0,1,0,11.44,0.00,18.98,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94401,28865,1,1,0,1,0,1,0,11.43,0.00,18.91,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94410,28874,1,1,0,1,0,1,0,11.43,0.00,18.91,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94420,28884,1,1,0,1,0,1,0,11.43,0.00,18.91,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94430,28894,1,1,0,1,0,1,0,11.43,0.00,18.91,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94440,28904,1,1,0,1,0,1,0,11.43,0.00,18.91,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94450,28914,1,1,0,1,0,1,0,11.43,0.00,18.91,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94460,28924,1,1,0,1,0,1,0,11.43,0.00,18.91,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94470,28934,1,1,0,1,0,1,0,11.43,0.00,18.91,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94480,28944,1,1,0,1,0,1,0,11.43,0.00,18.91,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94490,28954,1,1,0,1,0,1,0,11.43,0.00,18.91,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
94500,28964,1,1,0,1,0,1,0,11.43,0.00,18.91,0,255.00,255.00,2.55,25.50,-1.00,-1.00,-1.00
